INCOME,SEX,MARITAL.STATUS,AGE,EDUCATION,OCCUPATION,AREA,DUAL.INCOMES,HOUSEHOLD.SIZE,UNDER18,HOUSEHOLDER,HOME.TYPE,ETHNIC.CLASS,LANGUAGE
[25.000-30.000),F,Married,18-24,Graduated High Scool,Homemaker,1-3 years,Yes,Two,,Rent,Apartment,White,English
[40.000-50.000),F,Married,45-54,College graduate,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
[75.000-,M,Married,55-64,Grad Study,Professional/Managerial,10+ years,Yes,Three,,Own,House,White,English
[75.000-,F,Married,25-34,Grad Study,Professional/Managerial,7-10 years,Yes,Two,,Own,House,White,English
[30.000-40.000),F,Married,25-34,College graduate,Professional/Managerial,1-3 years,Yes,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,55-64,College graduate,Clerical/Service Worker,10+ years,Yes,Two,,Own,House,White,English
[15.000-20.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
[10.000-15.000),F,Widowed,65+,Graduated High Scool,Retired,10+ years,Not Married,One,,Rent,Apartment,White,English
[75.000-,M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[75.000-,M,Married,45-54,1 to 3 years of college,Professional/Managerial,7-10 years,No,Two,,Own,House,White,English
[10.000-15.000),M,Together,18-24,Graduated High Scool,Unemployed,10+ years,Not Married,Two,,Own,House,Asian,English
[20.000-25.000),M,Married,65+,Graduated High Scool,Retired,,No,Two,,Own,Mobile Home,White,English
[10.000-15.000),F,Married,35-44,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Three,,Rent,Apartment,White,English
[30.000-40.000),F,Divorced,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Own,House,White,English
[50.000-75.000),F,Together,35-44,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Own,House,White,English
-10.000),F,Single,25-34,1 to 3 years of college,"Student, HS or College",7-10 years,Not Married,Three,,Family,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,Military,10+ years,Not Married,Four,One,Rent,House,White,English
[75.000-,M,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Three,One,Rent,Apartment,White,English
[10.000-15.000),M,Single,25-34,Grad Study,Professional/Managerial,1-3 years,Not Married,Four,Two,Family,Mobile Home,Black,English
[50.000-75.000),F,Divorced,55-64,1 to 3 years of college,Clerical/Service Worker,7-10 years,Not Married,Three,,Own,House,White,English
[25.000-30.000),F,Single,35-44,1 to 3 years of college,Clerical/Service Worker,7-10 years,Not Married,One,,Rent,,White,English
[30.000-40.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
[10.000-15.000),M,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,One,,Rent,Apartment,White,English
[75.000-,M,Married,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Three,One,Own,House,Asian,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Two,Two,Family,House,White,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",,Not Married,One,,Rent,Apartment,Other,English
[30.000-40.000),M,Single,18-24,College graduate,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,Black,English
[25.000-30.000),F,Divorced,35-44,Grad Study,Professional/Managerial,1-3 years,Not Married,Three,,Rent,Other,Asian,Other
[40.000-50.000),F,Divorced,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,Other,
-10.000),F,Single,14-17,Grad Study,"Student, HS or College",10+ years,Not Married,Two,One,Family,Apartment,White,English
[20.000-25.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,Yes,,,Rent,Apartment,Hispanic,English
[30.000-40.000),F,Married,65+,1 to 3 years of college,Homemaker,,No,Two,,Own,,White,English
-10.000),F,Single,25-34,Graduated High Scool,Unemployed,,Not Married,Four,,Rent,Apartment,Hispanic,Spanish
[50.000-75.000),F,Married,35-44,College graduate,Clerical/Service Worker,10+ years,Not Married,Four,Two,Own,House,Asian,English
[10.000-15.000),F,Single,18-24,Graduated High Scool,Homemaker,7-10 years,Not Married,Five,One,Rent,House,American Indian,English
-10.000),M,Single,18-24,College graduate,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,White,English
-10.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Four,One,Family,House,White,Other
[15.000-20.000),F,,18-24,1 to 3 years of college,Sales Worker,,Yes,Two,Three,Own,House,Hispanic,English
[50.000-75.000),M,,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Four,Two,Own,House,Asian,English
[75.000-,M,Single,25-34,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[40.000-50.000),F,Married,25-34,Graduated High Scool,Clerical/Service Worker,,Yes,Three,One,Own,House,White,English
[15.000-20.000),M,Married,65+,Graduated High Scool,Retired,,No,,,Own,House,White,English
[30.000-40.000),F,Married,25-34,1 to 3 years of college,Homemaker,10+ years,Not Married,Four,Two,Own,House,White,English
[30.000-40.000),M,Divorced,45-54,Grades 9 to 11,Factory Worker/Laborer/Driver,1-3 years,Not Married,One,,Rent,,White,English
-10.000),F,Single,18-24,,Sales Worker,1-3 years,Not Married,Two,,Family,Condominium,White,English
[30.000-40.000),M,Married,25-34,Grades 9 to 11,Clerical/Service Worker,7-10 years,Yes,Three,One,Rent,Apartment,White,English
[50.000-75.000),M,Married,45-54,Grade 8 or less,Factory Worker/Laborer/Driver,,Yes,Two,,Rent,Apartment,Hispanic,Spanish
[25.000-30.000),M,Single,25-34,Grad Study,Professional/Managerial,1-3 years,Not Married,,,Rent,Apartment,White,English
[40.000-50.000),M,Married,45-54,College graduate,Factory Worker/Laborer/Driver,,No,Four,Three,Own,House,White,English
[15.000-20.000),F,Single,18-24,1 to 3 years of college,Clerical/Service Worker,1-3 years,Not Married,Four,,Rent,House,White,English
[40.000-50.000),F,Widowed,65+,Graduated High Scool,Retired,,Not Married,One,,Rent,House,Black,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Four,,Own,Condominium,Hispanic,Spanish
[20.000-25.000),M,Single,18-24,College graduate,Clerical/Service Worker,10+ years,Not Married,Four,One,Rent,Apartment,White,English
[30.000-40.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
-10.000),F,Together,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),M,,35-44,College graduate,Professional/Managerial,10+ years,Not Married,Four,Two,Own,House,Asian,English
[40.000-50.000),F,Single,35-44,Graduated High Scool,Professional/Managerial,7-10 years,Not Married,Three,One,Rent,Condominium,Pacific Islander,English
-10.000),M,Single,18-24,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),M,Married,25-34,Grad Study,Military,1-3 years,No,Three,One,,House,White,English
[75.000-,M,Married,65+,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
[15.000-20.000),M,Single,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Three,,Family,House,White,English
[10.000-15.000),F,Married,18-24,Graduated High Scool,Homemaker,,No,Three,One,,Apartment,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[75.000-,F,Together,25-34,Grad Study,Professional/Managerial,7-10 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),M,Single,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Three,,Family,House,Black,English
[50.000-75.000),M,Married,25-34,College graduate,Military,-1 year,No,Seven,Five,Rent,House,White,English
[30.000-40.000),F,Divorced,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,Condominium,Black,English
-10.000),M,Single,14-17,,"Student, HS or College",1-3 years,Not Married,Four,One,Family,House,Black,English
[40.000-50.000),M,Married,65+,Grad Study,Retired,10+ years,No,Three,,Own,House,White,English
-10.000),M,Together,65+,Grad Study,Professional/Managerial,,Not Married,Four,Two,Rent,Apartment,,English
[30.000-40.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Three,,,House,White,English
[40.000-50.000),M,Together,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,No,Two,,Family,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,Two,Family,House,White,English
[40.000-50.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[20.000-25.000),F,Single,25-34,College graduate,Professional/Managerial,4-6 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,Hispanic,English
[30.000-40.000),F,Divorced,45-54,Grad Study,Professional/Managerial,4-6 years,Not Married,One,,Own,House,White,English
[40.000-50.000),M,Single,18-24,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Eight,,Own,House,Asian,English
-10.000),M,Divorced,25-34,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,House,Hispanic,Spanish
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,Three,One,Family,House,Asian,Other
[20.000-25.000),M,Divorced,35-44,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),F,Married,55-64,Graduated High Scool,Sales Worker,10+ years,No,Two,,Own,House,White,English
[20.000-25.000),F,Single,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Two,,Rent,Other,White,English
[10.000-15.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,4-6 years,Not Married,Three,,Rent,Other,White,English
[25.000-30.000),F,Married,65+,1 to 3 years of college,Retired,10+ years,Not Married,Two,,Own,Mobile Home,White,English
[10.000-15.000),M,Married,18-24,Graduated High Scool,Military,1-3 years,Yes,Four,Two,Rent,House,Asian,English
[15.000-20.000),F,Together,25-34,1 to 3 years of college,Professional/Managerial,1-3 years,No,Two,,Rent,Apartment,Asian,English
[50.000-75.000),F,Single,45-54,College graduate,Clerical/Service Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
[20.000-25.000),F,Married,55-64,Graduated High Scool,Retired,10+ years,No,Nine or more,Four,Own,,Hispanic,English
-10.000),F,Together,18-24,Graduated High Scool,Sales Worker,10+ years,Yes,Five,,Rent,Apartment,White,English
[50.000-75.000),M,Married,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Three,One,Rent,House,Other,English
-10.000),F,Divorced,35-44,College graduate,Clerical/Service Worker,4-6 years,Not Married,One,,Rent,,Asian,Other
[40.000-50.000),F,Married,35-44,College graduate,Sales Worker,10+ years,Yes,Three,One,Own,House,Asian,English
[15.000-20.000),F,Married,25-34,Grades 9 to 11,Professional/Managerial,10+ years,Yes,Five,,Rent,Mobile Home,Hispanic,Spanish
-10.000),F,Single,14-17,Grade 8 or less,,,Not Married,Six,Four,Family,Apartment,American Indian,English
[20.000-25.000),M,Single,25-34,Grades 9 to 11,Factory Worker/Laborer/Driver,1-3 years,Not Married,Five,,Rent,House,Hispanic,Spanish
[75.000-,F,Married,55-64,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[75.000-,F,Married,14-17,1 to 3 years of college,Factory Worker/Laborer/Driver,,Yes,Four,Two,Own,House,White,Spanish
[25.000-30.000),F,Divorced,35-44,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Rent,House,Black,
[50.000-75.000),F,Single,18-24,Graduated High Scool,Clerical/Service Worker,10+ years,Not Married,Four,One,Family,House,Hispanic,English
-10.000),M,Single,14-17,Grades 9 to 11,Sales Worker,7-10 years,Not Married,Four,,Family,House,Asian,English
[75.000-,M,Single,25-34,Graduated High Scool,Sales Worker,10+ years,Not Married,One,,Own,House,White,English
[20.000-25.000),M,Together,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Three,Three,Rent,House,White,English
[15.000-20.000),M,Single,25-34,1 to 3 years of college,Factory Worker/Laborer/Driver,1-3 years,Not Married,Three,One,Rent,Apartment,Hispanic,Spanish
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Four,One,Family,House,American Indian,English
[10.000-15.000),F,Single,14-17,Grad Study,Unemployed,,Not Married,Four,Two,Rent,House,White,English
-10.000),F,Together,18-24,Graduated High Scool,Sales Worker,-1 year,Not Married,Two,,Rent,,White,English
-10.000),M,Single,18-24,1 to 3 years of college,"Student, HS or College",4-6 years,Not Married,Two,,Rent,Apartment,Black,English
[10.000-15.000),M,Single,18-24,Graduated High Scool,Sales Worker,,Not Married,Four,,Rent,Apartment,White,English
[10.000-15.000),M,Married,18-24,1 to 3 years of college,Clerical/Service Worker,7-10 years,Yes,Three,One,Rent,,Hispanic,English
-10.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",-1 year,Not Married,One,,Rent,Apartment,White,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Five,Three,Own,House,White,English
[10.000-15.000),F,Married,35-44,Grad Study,Professional/Managerial,10+ years,No,Seven,Two,Rent,House,Hispanic,English
[20.000-25.000),M,Married,18-24,1 to 3 years of college,Factory Worker/Laborer/Driver,4-6 years,Yes,Two,,Rent,Apartment,White,English
[20.000-25.000),M,Single,25-34,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,White,English
[75.000-,F,Married,35-44,1 to 3 years of college,Homemaker,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),M,Divorced,25-34,College graduate,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,White,English
[15.000-20.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Four,,Family,Condominium,Hispanic,English
[40.000-50.000),M,Together,35-44,Grad Study,Professional/Managerial,1-3 years,Yes,Two,,Rent,House,White,English
-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Six,Four,Family,House,Hispanic,Spanish
-10.000),F,Single,35-44,1 to 3 years of college,Unemployed,7-10 years,Not Married,Four,One,Family,House,White,English
[20.000-25.000),F,Together,18-24,1 to 3 years of college,Professional/Managerial,-1 year,Not Married,Two,,Rent,Apartment,Black,English
[30.000-40.000),F,Divorced,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
[20.000-25.000),M,Single,18-24,1 to 3 years of college,Military,1-3 years,Not Married,One,,Family,House,White,English
[20.000-25.000),F,Divorced,35-44,College graduate,Clerical/Service Worker,10+ years,Not Married,Two,,Rent,Apartment,White,English
[30.000-40.000),F,Married,35-44,1 to 3 years of college,Professional/Managerial,4-6 years,Yes,Four,Two,Own,House,White,English
[40.000-50.000),M,Divorced,25-34,1 to 3 years of college,Sales Worker,10+ years,Not Married,One,,Rent,Apartment,Hispanic,English
[30.000-40.000),F,Divorced,45-54,Graduated High Scool,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[30.000-40.000),F,Single,18-24,1 to 3 years of college,,10+ years,Not Married,Three,One,Family,Apartment,Black,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Sales Worker,1-3 years,Not Married,Two,Two,Rent,House,White,English
[10.000-15.000),F,Married,18-24,Graduated High Scool,"Student, HS or College",10+ years,Yes,Five,Three,Rent,Apartment,Hispanic,Spanish
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Three,One,Family,House,White,English
[40.000-50.000),F,Married,45-54,Grade 8 or less,Homemaker,10+ years,Not Married,Five,,Rent,House,Hispanic,Spanish
[50.000-75.000),F,Single,18-24,Grades 9 to 11,Unemployed,10+ years,Not Married,Four,One,Family,House,Black,English
[40.000-50.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Three,,Family,House,White,English
[50.000-75.000),F,Married,45-54,1 to 3 years of college,Homemaker,10+ years,No,Five,,Own,House,White,English
-10.000),F,Single,14-17,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Four,Two,Family,House,White,English
[25.000-30.000),F,Divorced,55-64,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,Two,,Own,House,White,English
[15.000-20.000),F,Married,35-44,Grade 8 or less,Homemaker,-1 year,No,Nine or more,Four,Rent,House,Hispanic,Spanish
[20.000-25.000),F,Single,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),F,,25-34,1 to 3 years of college,Sales Worker,-1 year,Yes,Four,Two,Family,House,Black,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Seven,Five,Family,House,Hispanic,Spanish
[40.000-50.000),F,Married,45-54,Grad Study,Professional/Managerial,7-10 years,Yes,Four,,Own,House,White,English
[25.000-30.000),M,Married,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,1-3 years,Yes,Four,Two,Rent,House,Hispanic,Spanish
[10.000-15.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,,,,,Black,English
[20.000-25.000),M,Single,65+,Grad Study,Retired,10+ years,Not Married,Three,,Own,Condominium,White,English
[15.000-20.000),M,Divorced,25-34,1 to 3 years of college,Professional/Managerial,7-10 years,Not Married,One,,Rent,Apartment,Hispanic,English
[25.000-30.000),F,Single,25-34,College graduate,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
[50.000-75.000),F,Widowed,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Own,House,White,English
[75.000-,M,Married,55-64,Grad Study,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[30.000-40.000),F,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Two,,Rent,Condominium,Hispanic,English
[75.000-,F,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Two,,Own,Other,White,English
-10.000),F,Single,14-17,Grade 8 or less,"Student, HS or College",,Not Married,,,Family,,Hispanic,Spanish
[25.000-30.000),M,Married,65+,1 to 3 years of college,Retired,10+ years,Not Married,Three,,Own,House,White,English
[50.000-75.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",10+ years,Not Married,Three,,Family,House,Black,Spanish
[25.000-30.000),M,Single,18-24,Graduated High Scool,"Student, HS or College",10+ years,Not Married,Two,,Rent,Apartment,Hispanic,English
[15.000-20.000),M,Together,18-24,Graduated High Scool,Professional/Managerial,10+ years,Not Married,Three,One,Rent,Apartment,White,English
-10.000),F,Divorced,25-34,Graduated High Scool,Homemaker,10+ years,Not Married,Four,Three,Family,House,Hispanic,English
[50.000-75.000),F,Married,55-64,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Own,House,White,English
[10.000-15.000),M,Single,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,1-3 years,Not Married,Eight,Four,Family,House,Hispanic,Spanish
[50.000-75.000),M,Married,65+,Grad Study,Retired,10+ years,Not Married,Two,,,House,White,English
[25.000-30.000),M,Single,25-34,Grad Study,Professional/Managerial,10+ years,Not Married,Two,,Rent,Apartment,White,English
[75.000-,M,Together,35-44,1 to 3 years of college,Professional/Managerial,4-6 years,Not Married,Two,,Own,House,White,English
[10.000-15.000),F,Widowed,45-54,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,,,Own,Mobile Home,White,English
[10.000-15.000),M,Single,25-34,Graduated High Scool,Military,1-3 years,Not Married,One,,,Other,White,English
[20.000-25.000),M,Married,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Yes,Two,Two,Rent,Apartment,Hispanic,English
[50.000-75.000),F,Married,45-54,College graduate,Homemaker,4-6 years,No,Two,,Rent,,Hispanic,English
[40.000-50.000),M,Married,65+,Graduated High Scool,Retired,10+ years,No,Two,,Own,House,White,English
[75.000-,F,Married,45-54,College graduate,Professional/Managerial,1-3 years,Yes,Four,Two,Own,House,White,English
[40.000-50.000),F,Single,18-24,Grades 9 to 11,"Student, HS or College",10+ years,Not Married,Five,One,Family,House,White,English
[10.000-15.000),F,Single,18-24,1 to 3 years of college,Professional/Managerial,-1 year,Not Married,Five,Two,,House,White,English
[50.000-75.000),F,Together,25-34,Grad Study,Professional/Managerial,1-3 years,Not Married,Two,,Rent,Other,White,English
[10.000-15.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,1-3 years,Yes,Two,,Rent,House,White,English
[20.000-25.000),M,Married,18-24,Grades 9 to 11,Factory Worker/Laborer/Driver,10+ years,Yes,Two,,Rent,Apartment,Hispanic,English
[50.000-75.000),M,Married,45-54,Grad Study,Sales Worker,10+ years,Yes,Two,,Own,House,White,English
[30.000-40.000),F,Married,45-54,College graduate,Clerical/Service Worker,10+ years,Yes,Three,,Own,House,Other,English
-10.000),F,Single,18-24,Grad Study,"Student, HS or College",1-3 years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),M,Married,18-24,1 to 3 years of college,Military,,No,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,45-54,1 to 3 years of college,Retired,10+ years,No,Two,,Own,Condominium,White,English
-10.000),M,Single,25-34,Graduated High Scool,Factory Worker/Laborer/Driver,10+ years,Not Married,One,,Rent,Apartment,White,English
[10.000-15.000),F,Single,18-24,College graduate,"Student, HS or College",,Not Married,One,,Rent,Other,White,English
-10.000),M,Single,14-17,Grade 8 or less,"Student, HS or College",10+ years,Not Married,Two,One,Family,House,White,English
[25.000-30.000),F,Married,35-44,Graduated High Scool,Homemaker,1-3 years,Yes,Four,Two,Rent,House,White,English
-10.000),F,Divorced,18-24,1 to 3 years of college,Sales Worker,10+ years,Not Married,Nine or more,Four,Family,House,Hispanic,English
[50.000-75.000),M,Single,25-34,College graduate,Professional/Managerial,-1 year,Not Married,One,,Rent,Apartment,White,English
[25.000-30.000),F,Married,35-44,Graduated High Scool,Homemaker,-1 year,No,Four,Two,Rent,House,White,English
[40.000-50.000),F,Married,18-24,Graduated High Scool,Clerical/Service Worker,7-10 years,Yes,Two,,Rent,Condominium,White,English
[40.000-50.000),F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,Two,One,Own,Condominium,White,English
[75.000-,F,Married,35-44,Grad Study,Sales Worker,,Yes,Two,,Own,House,White,English
[75.000-,M,Married,25-34,Grad Study,"Student, HS or College",4-6 years,Yes,Two,,Own,House,White,English
[30.000-40.000),M,Single,55-64,College graduate,Retired,10+ years,Not Married,One,,Own,House,White,English
-10.000),M,Married,65+,Grade 8 or less,Retired,7-10 years,No,One,,,Mobile Home,White,English
[50.000-75.000),F,Divorced,35-44,Grad Study,Professional/Managerial,10+ years,Not Married,,,Own,Condominium,White,English
[40.000-50.000),M,Married,45-54,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Yes,Four,,Own,House,Hispanic,English
[30.000-40.000),F,Together,35-44,College graduate,Professional/Managerial,7-10 years,Not Married,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,45-54,Graduated High Scool,Homemaker,10+ years,No,Four,One,Own,House,White,English
[40.000-50.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,,Yes,Four,Two,Own,House,Hispanic,English
[20.000-25.000),M,Single,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,House,White,English
[30.000-40.000),F,Married,55-64,1 to 3 years of college,Homemaker,10+ years,Yes,Four,,Own,House,White,English
[25.000-30.000),M,Married,25-34,Graduated High Scool,Clerical/Service Worker,10+ years,Yes,Two,,Rent,Apartment,Hispanic,English
[15.000-20.000),F,Single,18-24,Graduated High Scool,Homemaker,10+ years,Not Married,Three,,Rent,Apartment,White,English
[25.000-30.000),F,Single,18-24,,Clerical/Service Worker,1-3 years,Not Married,Nine or more,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",4-6 years,Not Married,One,,Family,House,Hispanic,English
[10.000-15.000),F,Single,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,4-6 years,Not Married,Five,Two,Family,Apartment,Asian,English
[30.000-40.000),M,Single,35-44,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",,Not Married,Five,Three,Family,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,Factory Worker/Laborer/Driver,-1 year,Not Married,One,Six,Family,Condominium,Black,Spanish
[10.000-15.000),F,Single,18-24,College graduate,Professional/Managerial,1-3 years,Not Married,Six,,Rent,House,White,English
[10.000-15.000),F,Married,18-24,Graduated High Scool,Professional/Managerial,10+ years,Yes,Two,,Rent,Apartment,White,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Yes,Four,Two,Own,House,White,English
[50.000-75.000),F,Married,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Yes,Four,Two,Own,House,Black,English
[50.000-75.000),F,Single,18-24,Graduated High Scool,Sales Worker,10+ years,Not Married,Three,,Family,House,Black,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",7-10 years,Not Married,,,Family,,,English
[75.000-,M,Single,25-34,1 to 3 years of college,Professional/Managerial,10+ years,Not Married,One,,Rent,Apartment,White,English
[75.000-,F,Married,45-54,1 to 3 years of college,Homemaker,10+ years,No,Three,,Own,House,White,English
-10.000),M,Single,14-17,Grades 9 to 11,"Student, HS or College",1-3 years,Not Married,Three,Two,Family,House,White,English
[20.000-25.000),F,,45-54,College graduate,Professional/Managerial,10+ years,Yes,Five,Three,Own,Condominium,White,English
[30.000-40.000),M,,25-34,College graduate,Professional/Managerial,10+ years,Not Married,Three,,Rent,Apartment,White,English
[40.000-50.000),M,Divorced,45-54,College graduate,Military,10+ years,Not Married,One,,Own,House,Asian,English
[10.000-15.000),F,Married,55-64,Graduated High Scool,Homemaker,10+ years,No,Two,,Own,House,White,English
[50.000-75.000),M,Married,45-54,Grad Study,Professional/Managerial,10+ years,Yes,Four,Two,Rent,House,White,English
-10.000),F,Single,18-24,1 to 3 years of college,"Student, HS or College",1-3 years,Not Married,Five,Two,Family,House,White,English
[50.000-75.000),F,Single,18-24,1 to 3 years of college,Unemployed,,Not Married,Five,Four,Rent,Apartment,Black,English
[75.000-,M,Married,45-54,1 to 3 years of college,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[10.000-15.000),M,Single,35-44,1 to 3 years of college,Sales Worker,,Not Married,Two,,Rent,Apartment,White,English
[75.000-,M,Married,35-44,Grad Study,Professional/Managerial,,No,Four,Two,Own,House,White,English
[40.000-50.000),F,Single,25-34,College graduate,Sales Worker,1-3 years,Not Married,One,,Rent,Apartment,Asian,English
[25.000-30.000),F,Married,25-34,College graduate,Professional/Managerial,10+ years,No,Two,,Own,House,White,English
[10.000-15.000),F,Single,35-44,1 to 3 years of college,Factory Worker/Laborer/Driver,10+ years,Not Married,Two,,Rent,Apartment,White,English
[10.000-15.000),M,Single,25-34,1 to 3 years of college,Clerical/Service Worker,10+ years,Not Married,Two,,Family,House,Asian,English
[10.000-15.000),F,Single,14-17,Grades 9 to 11,Sales Worker,10+ years,Not Married,Two,One,Family,Condominium,Pacific Islander,English
